Timestamp,Reason,Region,Traffic_Hour,Day,Traffic_Type,Comments
3/24/2021 9:17:42,"Does not obey traffic laws, Hawker on the side of the road",Aman bazar ,Night,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Aman bazar  is very congested in the Night. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:17:47,"Due to overcrowding, Hawker on the side of the road, Due to more rickshaws",GEC,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"GEC is very congested in the Evening. Due to overcrowding, Hawker on the side of the road, Due to more rickshaws"
3/24/2021 9:18:11,"Due to overcrowding, Hawker on the side of the road",Gate no Two,Night,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Gate no Two is very congested in the Night. Due to overcrowding, Hawker on the side of the road"
3/24/2021 9:18:40,"Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road",Washa,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Washa is very congested in the Evening. Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:19:15,"Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road",Tiger Pass ,Mid-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Tiger Pass  is very congested in the Mid-Morning. Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:19:34,"Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road",Muradpur ,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Muradpur  is very congested in the Evening. Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:20:02,"Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road",Washa,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Washa is very congested in the Evening. Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:20:19,"Due to overcrowding, Does not obey traffic laws, Due to more rickshaws",Patenga ,Night,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Patenga  is very congested in the Night. Due to overcrowding, Does not obey traffic laws, Due to more rickshaws"
3/24/2021 9:20:33,"Does not obey traffic laws, Hawker on the side of the road, Due to more rickshaws",Muradpur ,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Muradpur  is very congested in the Evening. Does not obey traffic laws, Hawker on the side of the road, Due to more rickshaws"
3/24/2021 9:21:24,"Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road",Kalurghat ,Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Kalurghat  is very congested in the Morning. Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:21:48,"Does not obey traffic laws, Due to more rickshaws",Gate no Two,Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Gate no Two is very congested in the Morning. Does not obey traffic laws, Due to more rickshaws"
3/24/2021 9:21:49,"Does not obey traffic laws, Hawker on the side of the road",Panchlaish ,Noon,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Panchlaish  is very congested in the Noon. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:22:23,"Does not obey traffic laws, Hawker on the side of the road",Muradpur ,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Muradpur  is very congested in the Evening. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:22:30,"Hawker on the side of the road, Due to more rickshaws",Gec,Night,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Gec is very congested in the Night. Hawker on the side of the road, Due to more rickshaws"
3/24/2021 9:22:48,"Does not obey traffic laws, Hawker on the side of the road, Due to more rickshaws",Muradpur ,Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Muradpur  is very congested in the Morning. Does not obey traffic laws, Hawker on the side of the road, Due to more rickshaws"
3/24/2021 9:23:13,"Does not obey traffic laws, Hawker on the side of the road",Chawkbazar ,Mid-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Chawkbazar  is very congested in the Mid-Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:23:21,"Does not obey traffic laws, Hawker on the side of the road",Washa,Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Washa is very congested in the Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:24:16,"Due to overcrowding, Does not obey traffic laws",Muradpur ,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Muradpur  is very congested in the Evening. Due to overcrowding, Does not obey traffic laws"
3/24/2021 9:25:01,"Does not obey traffic laws, Hawker on the side of the road, Due to more rickshaws",Washa,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Washa is very congested in the Evening. Does not obey traffic laws, Hawker on the side of the road, Due to more rickshaws"
3/24/2021 9:26:17,"Due to overcrowding, Does not obey traffic laws, Due to more rickshaws",Gate no Two,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Gate no Two is very congested in the Evening. Due to overcrowding, Does not obey traffic laws, Due to more rickshaws"
3/24/2021 9:26:52,"Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road",Muradpur ,Noon,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday",Yes,"Muradpur  is very congested in the Noon. Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:27:18,Hawker on the side of the road,Khulshi ,Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,Khulshi  is very congested in the Morning. Hawker on the side of the road
3/24/2021 9:27:59,"Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road",Agrabad,Night,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Agrabad is very congested in the Night. Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:28:32,"Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road",Aman bazar ,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Aman bazar  is very congested in the Evening. Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:28:34,"Due to overcrowding, Hawker on the side of the road, Due to more rickshaws",Muradpur ,Evening,"Sunday, Monday, Tuesday, Thursday",Yes,"Muradpur  is very congested in the Evening. Due to overcrowding, Hawker on the side of the road, Due to more rickshaws"
3/24/2021 9:29:35,"Does not obey traffic laws, Due to more rickshaws",Gec,Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Gec is very congested in the Morning. Does not obey traffic laws, Due to more rickshaws"
3/24/2021 9:30:17,"Due to overcrowding, Does not obey traffic laws, Due to more rickshaws",Gate no Two,Mid-Morning,"Sunday, Monday, Tuesday, Wednesday, Friday",Yes,"Gate no Two is very congested in the Mid-Morning. Due to overcrowding, Does not obey traffic laws, Due to more rickshaws"
3/24/2021 9:30:50,"Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road",Patenga ,Noon,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Patenga  is very congested in the Noon. Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:31:15,"Due to overcrowding, Hawker on the side of the road, Due to more rickshaws",Gec,Morning,"Saturday, Sunday, Monday, Tuesday, Wednesday, Friday",No,"Gec is very congested in the Morning. Due to overcrowding, Hawker on the side of the road, Due to more rickshaws"
3/24/2021 9:32:09,Does not obey traffic laws,Halishahar,Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,Halishahar is very congested in the Morning. Does not obey traffic laws
3/24/2021 9:32:24,"Does not obey traffic laws, Hawker on the side of the road",Bayejid Bustami,Mid-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Bayejid Bustami is very congested in the Mid-Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:32:37,"Does not obey traffic laws, Hawker on the side of the road",Bakalia,Early-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Bakalia is very congested in the Early-Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:33:07,"Does not obey traffic laws, Hawker on the side of the road",Bandar,Early-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Bandar is very congested in the Early-Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:33:47,"Due to overcrowding, Does not obey traffic laws",Pahartali,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Pahartali is very congested in the Evening. Due to overcrowding, Does not obey traffic laws"
3/24/2021 9:34:00,"Does not obey traffic laws, Hawker on the side of the road",Panchlaish,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Panchlaish is very congested in the Evening. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:34:29,"Does not obey traffic laws, Hawker on the side of the road",Double Mooring,Night,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Double Mooring is very congested in the Night. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:34:50,"Due to overcrowding, Does not obey traffic laws",Patenga,Early-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Patenga is very congested in the Early-Morning. Due to overcrowding, Does not obey traffic laws"
3/24/2021 9:35:15,"Due to overcrowding, Hawker on the side of the road",Akbarsha,Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Akbarsha is very congested in the Morning. Due to overcrowding, Hawker on the side of the road"
3/24/2021 9:35:17,"Does not obey traffic laws, Hawker on the side of the road",Bayazid,Noon,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Bayazid is very congested in the Noon. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:36:00,"Hawker on the side of the road, Due to more rickshaws",Chandgaon,Mid-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Chandgaon is very congested in the Mid-Morning. Hawker on the side of the road, Due to more rickshaws"
3/24/2021 9:36:01,"Due to overcrowding, Does not obey traffic laws",Khulshi,Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Khulshi is very congested in the Morning. Due to overcrowding, Does not obey traffic laws"
3/24/2021 9:36:27,"Does not obey traffic laws, Hawker on the side of the road",Kotwali,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",Yes,"Kotwali is very congested in the Evening. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:36:48,"Does not obey traffic laws, Hawker on the side of the road",Karnafuli,Evening,"Saturday, Sunday, Monday, Tuesday, Wednesday",No,"Karnafuli is very congested in the Evening. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:37:25,"Does not obey traffic laws, Hawker on the side of the road, Due to more rickshaws",New Market,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"New Market is very congested in the Evening. Does not obey traffic laws, Hawker on the side of the road, Due to more rickshaws"
3/24/2021 9:37:26,"Due to overcrowding, Does not obey traffic laws",Andorkilla,Night,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Andorkilla is very congested in the Night. Due to overcrowding, Does not obey traffic laws"
3/24/2021 9:37:53,"Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road",Terri Bazar,Mid-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Terri Bazar is very congested in the Mid-Morning. Due to overcrowding, Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:38:13,"Due to overcrowding, Does not obey traffic laws",Didar Market,Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Didar Market is very congested in the Morning. Due to overcrowding, Does not obey traffic laws"
3/24/2021 9:38:17,Due to overcrowding,DewanBazar,Mid-Morning,"Sunday, Monday, Tuesday, Wednesday, Friday",No,DewanBazar is very congested in the Mid-Morning. Due to overcrowding
3/24/2021 9:38:44,"Does not obey traffic laws, Hawker on the side of the road",ShodorGhat,Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"ShodorGhat is very congested in the Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:38:50,"Does not obey traffic laws, Hawker on the side of the road, Due to more rickshaws",Agrabad,Noon,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Agrabad is very congested in the Noon. Does not obey traffic laws, Hawker on the side of the road, Due to more rickshaws"
3/24/2021 9:39:22,"Does not obey traffic laws, Hawker on the side of the road",Dewanhat,Noon,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Dewanhat is very congested in the Noon. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:39:39,"Does not obey traffic laws, Hawker on the side of the road",Tigherpass,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Tigherpass is very congested in the Evening. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:39:54,"Does not obey traffic laws, Hawker on the side of the road",Lalkhan Bazar,Early-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Lalkhan Bazar is very congested in the Early-Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:40:31,"Does not obey traffic laws, Hawker on the side of the road",Muradpur,Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Muradpur is very congested in the Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:40:45,"Does not obey traffic laws, Hawker on the side of the road",Gate no Two,Mid-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Gate no Two is very congested in the Mid-Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:41:07,"Does not obey traffic laws, Hawker on the side of the road",GEC,Noon,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"GEC is very congested in the Noon. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:41:12,"Due to overcrowding, Accident",Washa,Noon,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Washa is very congested in the Noon. Due to overcrowding, Accident"
3/24/2021 9:41:39,"Does not obey traffic laws, Due to more rickshaws",Lalkhan Bazar,Early-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Lalkhan Bazar is very congested in the Early-Morning. Does not obey traffic laws, Due to more rickshaws"
3/24/2021 9:41:45,Does not obey traffic laws,Tigherpass,Early-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,Tigherpass is very congested in the Early-Morning. Does not obey traffic laws
3/24/2021 9:42:16,"Does not obey traffic laws, Hawker on the side of the road",Dewanhat,Mid-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Dewanhat is very congested in the Mid-Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:42:24,"Due to overcrowding, Does not obey traffic laws",Agrabad,Noon,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Agrabad is very congested in the Noon. Due to overcrowding, Does not obey traffic laws"
3/24/2021 9:42:51,"Does not obey traffic laws, Hawker on the side of the road",ShodorGhat,Mid-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"ShodorGhat is very congested in the Mid-Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:43:05,Due to more rickshaws,Kalorghat,Early-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,Kalorghat is very congested in the Early-Morning. Due to more rickshaws
3/24/2021 9:43:24,"Does not obey traffic laws, Hawker on the side of the road",Oxigen,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Oxigen is very congested in the Evening. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:43:46,"Does not obey traffic laws, Hawker on the side of the road",HighWay,Early-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"HighWay is very congested in the Early-Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:44:00,"Does not obey traffic laws, Hawker on the side of the road",ChakBazar,Early-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"ChakBazar is very congested in the Early-Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:44:39,"Does not obey traffic laws, Hawker on the side of the road",DewanBazar,Noon,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"DewanBazar is very congested in the Noon. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:45:05,"Does not obey traffic laws, Hawker on the side of the road",Didar Market,Early-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Didar Market is very congested in the Early-Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:45:14,"Does not obey traffic laws, Hawker on the side of the road",Terri Bazar,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Terri Bazar is very congested in the Evening. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:45:40,Hawker on the side of the road,Andorkilla,Noon,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,Andorkilla is very congested in the Noon. Hawker on the side of the road
3/24/2021 9:46:21,"Does not obey traffic laws, Hawker on the side of the road", New Market,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",No," New Market is very congested in the Evening. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:46:41,"Does not obey traffic laws, Hawker on the side of the road",Karnafuli,Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Karnafuli is very congested in the Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:47:00,"Does not obey traffic laws, Hawker on the side of the road",Kotwali,Mid-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Kotwali is very congested in the Mid-Morning. Does not obey traffic laws, Hawker on the side of the road"
3/24/2021 9:47:27,"Due to overcrowding, Does not obey traffic laws",Khulshi,Evening,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,"Khulshi is very congested in the Evening. Due to overcrowding, Does not obey traffic laws"
3/24/2021 9:47:56,Hawker on the side of the road,Bayazid,Mid-Morning,"Sunday, Monday, Tuesday, Wednesday, Thursday",No,Bayazid is very congested in the Mid-Morning. Hawker on the side of the road
3/24/2021 9:48:17,Hawker on the side of the road,Akbarsha,Mid-Morning,"Sunday, Monday, Tuesday, Wednesday",No,Akbarsha is very congested in the Mid-Morning. Hawker on the side of the road
